Cliente;Direccion;Localidad;FechaComprobante;FechaEntrega;FechaCarga;NroComprobante;TipoDeVenta;Empresa;Codigo;CantBase;ImporteNetoItem;ImporteItem;RazonSocial;MotivoDevolucion;Descuento;CodVendedor;Vendedor;RutaPreventa;Articulo;NetoItem;Reparto;ComentarioInterno;Ramo;Subramo;PrecioCosto;Chofer;valorDescuento;Mon_Simbolo;Mon_Decimales;Proveedor;PesoKg;ImpuestoInterno;CondicionPago;FechaLiquidacion;ComboCodigo;Marca;Linea;Sabor;Calibre;Familia;Rubro;Tags;Promociones;SegmentoRentabilidad;CodSupervisor;NomSupervisor;Origen;ComprobanteReferencia;Etiqueta;VentaDirecta;NumeroVenta;Pendiente;ListaPrecio;Taxonomia;OrdenPreparacion;FechaPreparacion;Bodeguista;BodeguistaNombre
2689;MITRE 458;ARROYITO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042471;Venta;Empresa;35105;24;39468,49;47756,88;GEREDIN ALEJANDRA FABIOLA;;15,00%;2;LUDUEÑA JULIANA;2020;SMF ICE RED BERRIE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154552;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
2796;AV. GRAL URQUIZA 235;LA FRANCIA;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042472;Venta;Empresa;74394;6;18294,57;22136,43;DALMASSO MARTIN ALEJANDRO;;15,00%;2;LUDUEÑA JULIANA;2041;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154553;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
2796;AV. GRAL URQUIZA 235;LA FRANCIA;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042472;Venta;Empresa;74569;12;36589,13;44272,85;DALMASSO MARTIN ALEJANDRO;;15,00%;2;LUDUEÑA JULIANA;2041;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154553;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
2796;AV. GRAL URQUIZA 235;LA FRANCIA;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042472;Venta;Empresa;42102;24;66978,91;81044,48;DALMASSO MARTIN ALEJANDRO;;15,00%;2;LUDUEÑA JULIANA;2041;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154553;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
2796;AV. GRAL URQUIZA 235;LA FRANCIA;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042472;Venta;Empresa;42105;24;66978,91;81044,48;DALMASSO MARTIN ALEJANDRO;;15,00%;2;LUDUEÑA JULIANA;2041;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154553;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
2796;AV. GRAL URQUIZA 235;LA FRANCIA;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042472;Venta;Empresa;35105;24;39468,49;47756,88;DALMASSO MARTIN ALEJANDRO;;15,00%;2;LUDUEÑA JULIANA;2041;SMF ICE RED BERRIE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154553;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
2796;AV. GRAL URQUIZA 235;LA FRANCIA;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042472;Venta;Empresa;35104;24;39468,49;47756,88;DALMASSO MARTIN ALEJANDRO;;15,00%;2;LUDUEÑA JULIANA;2041;SMF ICE GREENAPPLE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154553;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042473;Venta;Empresa;74394;6;18294,57;22136,43;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154562;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042473;Venta;Empresa;74569;12;36589,13;44272,85;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154562;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042473;Venta;Empresa;42102;24;66978,91;81044,48;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154562;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042473;Venta;Empresa;42105;24;66978,91;81044,48;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154562;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042474;Venta;Empresa;74394;6;18294,57;22136,43;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154563;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042474;Venta;Empresa;74569;12;36589,13;44272,85;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154563;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042474;Venta;Empresa;42102;24;66978,91;81044,48;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154563;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
4467;SAN MARTIN 462;PORTE„A;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042474;Venta;Empresa;42105;24;66978,91;81044,48;COOP. AGRIC. CONSUMO;;15,00%;4;GRIBAUDO ANGEL;4040;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154563;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
2420;SAN MARTIN 124;RIO PRIMERO;15/4/2026;16/4/2026;15/4/2026;FAC-B0001-00011848;Venta;Empresa;74394;6;18294,57;22136,43;ASOCIACION MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHER;;15,00%;6;PEYRONEL ANDREA;6050;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154572;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
2420;SAN MARTIN 124;RIO PRIMERO;15/4/2026;16/4/2026;15/4/2026;FAC-B0001-00011848;Venta;Empresa;74569;12;36589,13;44272,85;ASOCIACION MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHER;;15,00%;6;PEYRONEL ANDREA;6050;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154572;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
2420;SAN MARTIN 124;RIO PRIMERO;15/4/2026;16/4/2026;15/4/2026;FAC-B0001-00011848;Venta;Empresa;42102;24;66978,91;81044,48;ASOCIACION MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHER;;15,00%;6;PEYRONEL ANDREA;6050;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154572;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
2420;SAN MARTIN 124;RIO PRIMERO;15/4/2026;16/4/2026;15/4/2026;FAC-B0001-00011848;Venta;Empresa;42105;24;66978,91;81044,48;ASOCIACION MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHER;;15,00%;6;PEYRONEL ANDREA;6050;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154572;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
309;AV. DE LA UNIVERSIDAD 1973;San Francisco;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042475;Venta;Empresa;74569;24;73178,27;88545,7;CONIGLIO FERRERO Y MARSILLOU MARTEK S.R.L.;;15,00%;8;ALVAREZ VANESA  KAFF;8040;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;64585,2;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154579;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
123;ESTEBAN LARCO 736;DEVOTO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042476;Venta;Empresa;74394;6;18294,57;22136,43;"COOPERATIVA DE TAMBEROS, AGRICOLA GANADERA ""EL TRA";;15,00%;2;LUDUEÑA JULIANA;2050;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154537;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
123;ESTEBAN LARCO 736;DEVOTO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042476;Venta;Empresa;74569;12;36589,13;44272,85;"COOPERATIVA DE TAMBEROS, AGRICOLA GANADERA ""EL TRA";;15,00%;2;LUDUEÑA JULIANA;2050;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154537;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
123;ESTEBAN LARCO 736;DEVOTO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042476;Venta;Empresa;42102;24;66978,91;81044,48;"COOPERATIVA DE TAMBEROS, AGRICOLA GANADERA ""EL TRA";;15,00%;2;LUDUEÑA JULIANA;2050;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154537;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
123;ESTEBAN LARCO 736;DEVOTO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042476;Venta;Empresa;42105;24;66978,91;81044,48;"COOPERATIVA DE TAMBEROS, AGRICOLA GANADERA ""EL TRA";;15,00%;2;LUDUEÑA JULIANA;2050;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154537;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
123;ESTEBAN LARCO 736;DEVOTO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042476;Venta;Empresa;35104;24;39468,49;47756,88;"COOPERATIVA DE TAMBEROS, AGRICOLA GANADERA ""EL TRA";;15,00%;2;LUDUEÑA JULIANA;2050;SMF ICE GREENAPPLE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154537;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
123;ESTEBAN LARCO 736;DEVOTO;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042476;Venta;Empresa;35105;24;39468,49;47756,88;"COOPERATIVA DE TAMBEROS, AGRICOLA GANADERA ""EL TRA";;15,00%;2;LUDUEÑA JULIANA;2050;SMF ICE RED BERRIE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154537;0;Lista General;Autoservicio Tradicional - C;12515;15/4/2026;2;LESCANO FRANCO DARIO
1288;AV MANUEL SERRA 1863;Arroyito;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042477;Venta;Empresa;74394;6;18294,57;22136,43;LIN AGUSTIN;;15,00%;2;LUDUEÑA JULIANA;2030;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154538;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
1288;AV MANUEL SERRA 1863;Arroyito;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042477;Venta;Empresa;74569;12;36589,13;44272,85;LIN AGUSTIN;;15,00%;2;LUDUEÑA JULIANA;2030;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154538;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
1288;AV MANUEL SERRA 1863;Arroyito;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042477;Venta;Empresa;42102;24;66978,91;81044,48;LIN AGUSTIN;;15,00%;2;LUDUEÑA JULIANA;2030;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154538;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
1288;AV MANUEL SERRA 1863;Arroyito;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042477;Venta;Empresa;42105;24;66978,91;81044,48;LIN AGUSTIN;;15,00%;2;LUDUEÑA JULIANA;2030;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154538;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
1288;AV MANUEL SERRA 1863;Arroyito;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042477;Venta;Empresa;35104;24;39468,49;47756,88;LIN AGUSTIN;;15,00%;2;LUDUEÑA JULIANA;2030;SMF ICE GREENAPPLE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154538;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
1288;AV MANUEL SERRA 1863;Arroyito;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042477;Venta;Empresa;35105;24;39468,49;47756,88;LIN AGUSTIN;;15,00%;2;LUDUEÑA JULIANA;2030;SMF ICE RED BERRIE LAT 4X6X473;1644,52;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;35530,56;REPARTIDOR CBA;290,21;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;16/4/2026 15:40;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154538;0;Lista General;Autoservicio Tradicional - A;12515;15/4/2026;2;LESCANO FRANCO DARIO
1352;RIVADAVIA 260;La Francia;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042478;Venta;Empresa;74394;6;18294,57;22136,43;FERRERO DANIEL GERMAN  Y FERREROS JUAN JOSE;;15,00%;2;LUDUEÑA JULIANA;2041;DADA FMORAS N°3 6X750;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154539;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
1352;RIVADAVIA 260;La Francia;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042478;Venta;Empresa;74569;12;36589,13;44272,85;FERRERO DANIEL GERMAN  Y FERREROS JUAN JOSE;;15,00%;2;LUDUEÑA JULIANA;2041;DADA N°8 CHOCOLATE 6X750 ;3049,09;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;32292,6;REPARTIDOR CBA;538,08;$;2;GRUPO PEÑAFLOR SA;9;0;Contado;16/4/2026 15:40;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154539;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
1352;RIVADAVIA 260;La Francia;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042478;Venta;Empresa;42102;24;66978,91;81044,48;FERRERO DANIEL GERMAN  Y FERREROS JUAN JOSE;;15,00%;2;LUDUEÑA JULIANA;2041;ELEMENTOS MALBEC 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;56158,08;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154539;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
1352;RIVADAVIA 260;La Francia;15/4/2026;16/4/2026;15/4/2026;FAC-A0001-00042478;Venta;Empresa;42105;24;66978,91;81044,48;FERRERO DANIEL GERMAN  Y FERREROS JUAN JOSE;;15,00%;2;LUDUEÑA JULIANA;2041;ELEMENTOS TORRONTES 6X750 ;2790,79;3616;;TRADITIONAL TRADE;Autoservicio Tradicional;59113,68;REPARTIDOR CBA;492,49;$;2;GRUPO PEÑAFLOR SA;18;0;Contado;16/4/2026 15:40;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;Gescom;;;True;154539;0;Lista General;Autoservicio Tradicional - B;12515;15/4/2026;2;LESCANO FRANCO DARIO
